category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,0.14350647569464156,1,11,0.5428070727962503
GO_PH_REDUCTION,0.14409273243410908,2,46,0.5428070727962503
GO_PRO_B_CELL_DIFFERENTIATION,0.1444729690289404,1,12,0.5428070727962503
GO_LYSOSOMAL_LUMEN_ACIDIFICATION,0.14483878061424316,1,10,0.5428070727962503
GO_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION,0.14511914163357328,1,12,0.5428070727962503
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,0.1451907926982712,1,11,0.5428070727962503
GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,0.1455460041234993,2,49,0.5428070727962503
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,0.14578592496240433,4,149,0.5428070727962503
GO_EXOCYTIC_VESICLE,0.14582279526729394,5,196,0.5428070727962503
GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.14588606434402882,1,11,0.5428070727962503
GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,0.14605975060139592,1,11,0.5428070727962503
GO_FERRIC_IRON_BINDING,0.14618433076095436,1,10,0.5428070727962503
GO_NATURAL_KILLER_CELL_ACTIVATION,0.1462810489176402,2,48,0.5428070727962503
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.146615684300503,1,11,0.5428070727962503
GO_N_ACETYLNEURAMINATE_METABOLIC_PROCESS,0.1467033203048042,1,11,0.5428070727962503
GO_CARBOHYDRATE_METABOLIC_PROCESS,0.14730242602384902,10,493,0.5428070727962503
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN,0.14732171796637086,1,11,0.5428070727962503
GO_HMG_BOX_DOMAIN_BINDING,0.14740480561782723,1,11,0.5428070727962503
GO_5S_RRNA_BINDING,0.14751041588951325,1,10,0.5428070727962503
GO_CHOLESTEROL_CATABOLIC_PROCESS,0.1477812287987738,1,11,0.5428070727962503
GO_ENDOCYTIC_VESICLE_LUMEN,0.14778592070856358,1,11,0.5428070727962503
GO_GOLGI_TO_LYSOSOME_TRANSPORT,0.1485120080169861,1,12,0.5428070727962503
GO_CHEMOKINE_PRODUCTION,0.14859229397520976,2,49,0.5428070727962503
GO_FATTY_ACID_SYNTHASE_ACTIVITY,0.14876368482022223,1,11,0.5428070727962503
GO_REGULATION_OF_CELL_MORPHOGENESIS,0.14908978894796218,6,268,0.5428070727962503
GO_LOCOMOTORY_EXPLORATION_BEHAVIOR,0.14912955812632614,1,13,0.5428070727962503
GO_COMPLEMENT_BINDING,0.14926459743173495,1,12,0.5428070727962503
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.14942291981682357,2,49,0.5428070727962503
GO_PROSTATE_GLAND_GROWTH,0.14947894247193302,1,12,0.5428070727962503
GO_PROTEASE_BINDING,0.14959918148470414,3,98,0.5428070727962503
GO_URONIC_ACID_METABOLIC_PROCESS,0.14979012054199056,1,11,0.5428070727962503
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.15013257989374526,1,13,0.5428070727962503
GO_MEMBRANE_PROTEIN_PROTEOLYSIS,0.15018445817705628,2,50,0.5428070727962503
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.15026793073187997,10,488,0.5428070727962503
GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,0.15033070744376759,2,46,0.5428070727962503
GO_SEQUESTERING_OF_IRON_ION,0.15047913162035176,1,10,0.5428070727962503
GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE,0.15048804763265186,2,48,0.5428070727962503
GO_SMALL_MOLECULE_CATABOLIC_PROCESS,0.15055167775040373,8,361,0.5428070727962503
GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,0.15077796397823082,1,12,0.5428070727962503
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.15083299887231244,9,440,0.5428070727962503
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,0.15128714575795313,9,429,0.5428070727962503
GO_MANNOSIDASE_ACTIVITY,0.15170597526425583,1,13,0.5428070727962503
GO_HUMORAL_IMMUNE_RESPONSE,0.15213861032211323,3,93,0.5428070727962503
GO_REGULATION_OF_PHOSPHOLIPID_TRANSPORT,0.15218738988661726,1,12,0.5428070727962503
GO_CATECHOLAMINE_BINDING,0.1522242537028741,1,11,0.5428070727962503
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,0.15226588743504582,4,154,0.5428070727962503
GO_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,0.1523975891562926,1,11,0.5428070727962503
GO_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING,0.1525646824483113,1,12,0.5428070727962503
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.15277011444616942,3,95,0.5428070727962503
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.15310801972632632,1,12,0.5428070727962503
GO_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,0.15320361853756953,1,11,0.5428070727962503
GO_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING,0.15325795046356824,1,12,0.5428070727962503
GO_MUSCLE_ALPHA_ACTININ_BINDING,0.15329292111704845,1,12,0.5428070727962503
GO_OPTIC_NERVE_DEVELOPMENT,0.15337099045896918,1,12,0.5428070727962503
GO_INTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,0.15392055867434132,1,11,0.5428070727962503
GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.15412261242918734,2,52,0.5428070727962503
GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.15412345486616652,2,52,0.5428070727962503
GO_ACROSOMAL_MEMBRANE,0.15414391405393332,1,12,0.5428070727962503
GO_GOLGI_VESICLE_TRANSPORT,0.1543988705140344,7,319,0.5428070727962503
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.15450897958776558,1,13,0.5428070727962503
GO_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY,0.15465638309865024,1,12,0.5428070727962503
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,0.15477768198206923,6,263,0.5428070727962503
GO_CELL_CELL_ADHESION,0.15484622130110348,12,648,0.5428070727962503
GO_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.15498874804118024,1,11,0.5428070727962503
GO_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,0.15554076497143543,1,12,0.5428070727962503
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,0.15561625449044925,7,323,0.5428070727962503
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS,0.1558727333621423,3,100,0.5428070727962503
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.1560538069303986,8,398,0.5428070727962503
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS,0.15651249378927767,1,13,0.5428070727962503
GO_PENTOSE_METABOLIC_PROCESS,0.15660257955101062,1,12,0.5428070727962503
GO_FATTY_ACID_LIGASE_ACTIVITY,0.15666575018334217,1,13,0.5428070727962503
GO_TAU_PROTEIN_BINDING,0.15666649830508889,2,51,0.5428070727962503
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,0.15669102777339072,3,93,0.5428070727962503
GO_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS,0.15744160494109768,1,12,0.5431335693843223
GO_PHOSPHOLIPID_HOMEOSTASIS,0.15747261344755387,1,13,0.5431335693843223
GO_PROTEIN_KINASE_C_BINDING,0.157484110199169,2,52,0.5431335693843223
GO_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY,0.15764910761453493,1,13,0.5431335693843223
GO_LIPOPROTEIN_LOCALIZATION,0.15794995837481654,1,13,0.5434256433825767
GO_CERAMIDE_TRANSPORT,0.1581715925988527,1,12,0.5434447477952384
GO_CAVEOLIN_MEDIATED_ENDOCYTOSIS,0.15885232147395034,1,12,0.5443972770276686
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,0.15897906361302971,1,12,0.5443972770276686
GO_NADPH_BINDING,0.15909821018502443,1,12,0.5443972770276686
GO_INTERLEUKIN_8_PRODUCTION,0.15938127303662006,2,51,0.5446248664226895
GO_RAP_PROTEIN_SIGNAL_TRANSDUCTION,0.1601766053212852,1,13,0.5465999489593382
GO_MONOCARBOXYLIC_ACID_BINDING,0.16053898105512335,2,48,0.5470942240564163
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.16082481643117766,1,12,0.5473266756757941
GO_TRANSMISSION_OF_NERVE_IMPULSE,0.1612134833050189,2,53,0.5476267990306091
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,0.1614524413849147,2,51,0.5476267990306091
GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,0.16168614538817888,1,13,0.5476267990306091
GO_INTERFERON_GAMMA_PRODUCTION,0.16192593054467785,2,50,0.5476267990306091
GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,0.16211537307194251,1,13,0.5476267990306091
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM,0.16221946929534942,12,615,0.5476267990306091
GO_COATED_VESICLE_MEMBRANE,0.16316895122758934,4,151,0.5477368348375842
GO_FATTY_ACID_ELONGATION,0.1636304397546167,1,12,0.5477368348375842
GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,0.16412902394048748,1,13,0.5477368348375842
GO_CHROMAFFIN_GRANULE,0.16434127576158433,1,12,0.5477368348375842
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_KINASE_ACTIVITY,0.16439537145408248,1,15,0.5477368348375842
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,0.16493973640971782,1,14,0.5477368348375842
GO_CARDIAC_MUSCLE_CONTRACTION,0.1652023956038407,3,102,0.5477368348375842
GO_HYDRO_LYASE_ACTIVITY,0.16522245681369738,2,50,0.5477368348375842
GO_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT,0.1652589722017973,1,13,0.5477368348375842
GO_STEROID_ESTERIFICATION,0.16549251709569945,1,12,0.5477368348375842
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.16561604914217404,1,13,0.5477368348375842
GO_NEURON_PROJECTION_EXTENSION,0.1656842668560604,4,163,0.5477368348375842
GO_PEPTIDE_RECEPTOR_ACTIVITY,0.16582260650875494,3,97,0.5477368348375842
GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.16594127476754555,1,13,0.5477368348375842
GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE,0.16594321547196844,1,13,0.5477368348375842
GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION,0.16611992927306346,1,12,0.5477368348375842
GO_PROTEIN_PROCESSING,0.16618763236270964,4,153,0.5477368348375842
GO_SYNAPTIC_CLEFT,0.16645366617065818,1,14,0.5477368348375842
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.16690660346263672,1,14,0.5477368348375842
GO_TETRAPYRROLE_METABOLIC_PROCESS,0.16696884607499066,2,49,0.5477368348375842
GO_REGENERATION,0.16703701378611402,4,155,0.5477368348375842
GO_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX,0.16718256171914744,1,13,0.5477368348375842
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.1672611885309203,1,14,0.5477368348375842
GO_I_SMAD_BINDING,0.16824042980216175,1,14,0.5490977720792567
GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.16845820785664692,1,13,0.5490977720792567
GO_TEMPERATURE_HOMEOSTASIS,0.16867053980384056,4,156,0.5490977720792567
GO_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,0.16921486558733856,1,13,0.5490977720792567
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,0.16931015629484253,3,106,0.5490977720792567
GO_PHAGOLYSOSOME_ASSEMBLY,0.16935743898061853,1,13,0.5490977720792567
GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.16940505941588502,2,54,0.5490977720792567
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS,0.16953522282313907,2,55,0.5490977720792567
GO_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY,0.16984232685932885,1,13,0.5490977720792567
GO_PHOSPHATIDYLINOSITOL_BINDING,0.16986006627342415,5,215,0.5490977720792567
GO_CORPUS_CALLOSUM_DEVELOPMENT,0.17054507316618425,1,14,0.5506044403247156
GO_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS,0.17125316123381815,1,14,0.5514818582615728
GO_CELLULAR_HORMONE_METABOLIC_PROCESS,0.1713438219264377,3,98,0.5514818582615728
GO_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS,0.1714814078834197,1,14,0.5514818582615728
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY,0.1718043973263774,1,15,0.5514818582615728
GO_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL,0.1722242710554821,1,12,0.5514818582615728
GO_ANATOMICAL_STRUCTURE_MATURATION,0.1724613941763794,4,158,0.5514818582615728
GO_THALAMUS_DEVELOPMENT,0.17260084673615017,1,14,0.5514818582615728
GO_NBAF_COMPLEX,0.17271414204251942,1,14,0.5514818582615728
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.17328660406416777,4,152,0.5514818582615728
GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION,0.17340495059396055,1,15,0.5514818582615728
GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.17344266560202223,2,57,0.5514818582615728
GO_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM,0.1736083546759666,1,13,0.5514818582615728
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN,0.173667448009211,1,13,0.5514818582615728
GO_DIGESTIVE_SYSTEM_PROCESS,0.17402512322774832,2,53,0.5518854897166777
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.17460040189653342,2,55,0.5518854897166777
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,0.1746988492672842,1,14,0.5518854897166777
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS,0.17486831480246037,1,14,0.5518854897166777
GO_PLATELET_DENSE_GRANULE,0.17557300348002433,1,13,0.5518854897166777
GO_PHOSPHATIDYLGLYCEROL_BINDING,0.17561381453442124,1,13,0.5518854897166777
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS,0.17576457233756504,1,14,0.5518854897166777
GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,0.17577716584040776,1,13,0.5518854897166777
GO_GABA_RECEPTOR_BINDING,0.1758458096982633,1,14,0.5518854897166777
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,0.17598893151203798,2,58,0.5518854897166777
GO_ANCHORED_COMPONENT_OF_MEMBRANE,0.17658575234924645,3,103,0.5530674559879886
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.1770390036183254,1,15,0.5537401296426119
GO_REGULATION_OF_GTP_BINDING,0.177240876486005,1,14,0.5537401296426119
GO_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,0.17761649093887677,1,15,0.5542251547286291
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,0.17816060377600074,1,15,0.555188564698082
GO_DENDRITE_SELF_AVOIDANCE,0.17839158061819566,1,16,0.555188564698082
GO_PLASMA_MEMBRANE_REGION,0.17879140297610413,17,997,0.555188564698082
GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,0.1788082454892431,1,14,0.555188564698082
GO_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS,0.17911578451540006,1,14,0.5554577041383861
GO_APOPTOTIC_PROCESS,0.179627049973103,25,1484,0.5557502521411695
GO_PHOSPHOLIPASE_A2_ACTIVITY,0.1796520695788353,1,14,0.5557502521411695
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.18038095345689611,1,14,0.5558023855797155
GO_LIPOPOLYSACCHARIDE_BINDING,0.1807368055060915,1,14,0.5558023855797155
GO_PROTEIN_TYROSINE_KINASE_ACTIVATOR_ACTIVITY,0.1810090641822282,1,15,0.5558023855797155
GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.18103085956013468,2,56,0.5558023855797155
GO_ENDOCRINE_PROCESS,0.18106148933191651,2,55,0.5558023855797155
GO_SMOOTH_MUSCLE_CELL_MIGRATION,0.18118464071540058,2,59,0.5558023855797155
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,0.1812158871472631,1,13,0.5558023855797155
GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,0.18217824070956226,1,15,0.5580734170335555
GO_STORE_OPERATED_CALCIUM_ENTRY,0.18323904215651943,1,14,0.5592852153448737
GO_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY,0.1835790169139752,1,13,0.5592852153448737
GO_HEXOSAMINIDASE_ACTIVITY,0.18387303241928848,1,15,0.5592852153448737
GO_MICROTUBULE_BASED_MOVEMENT,0.18413744705676094,6,279,0.5592852153448737
GO_NEUTROPHIL_MIGRATION,0.18423697692711866,2,56,0.5592852153448737
GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,0.18456980172487852,1,16,0.5592852153448737
GO_BASEMENT_MEMBRANE_ASSEMBLY,0.18473298237156743,1,15,0.5592852153448737
GO_AUTOPHAGIC_CELL_DEATH,0.18478316139612225,1,13,0.5592852153448737
GO_STEROL_TRANSFER_ACTIVITY,0.18485282720010002,1,14,0.5592852153448737
GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,0.1849409557988927,1,14,0.5592852153448737
GO_INNATE_IMMUNE_RESPONSE,0.18501999966876143,10,508,0.5592852153448737
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE,0.18624812396997242,1,15,0.5616777945249111
GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY,0.18625816327386713,1,15,0.5616777945249111
GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION,0.18653744371888123,1,15,0.5617783979609795
GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.18673826667808305,2,64,0.5617783979609795
GO_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY,0.18700368545480173,1,14,0.5619047418385023
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,0.1877843419515296,1,16,0.5635713699026826
GO_NERVE_DEVELOPMENT,0.18800651266336016,2,60,0.5635713699026826
GO_AXON_CYTOPLASM,0.18854490156075268,2,57,0.5642886966979879
GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.18889719261866494,5,222,0.5642886966979879
GO_PROTEIN_MATURATION,0.18891891953069812,5,216,0.5642886966979879
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.18926095191815084,1,15,0.5642909842706548
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,0.1893684257353609,5,222,0.5642909842706548
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,0.19014288665884838,4,157,0.5649136774823252
GO_PHOSPHORUS_OXYGEN_LYASE_ACTIVITY,0.19018656375228385,1,17,0.5649136774823252
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.19025124645229802,1,15,0.5649136774823252
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.19084410094087084,4,159,0.5652069924506791
GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,0.19102139025982523,1,15,0.5652069924506791
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,0.1911042793587721,2,58,0.5652069924506791
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.19145849596697342,1,17,0.5652069924506791
GO_REGULATION_OF_COAGULATION,0.19147370082225787,2,57,0.5652069924506791
GO_REGULATION_OF_CELL_DEVELOPMENT,0.19172880187181576,8,419,0.5652965260347206
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY,0.1923761057841459,1,14,0.5661059726135833
GO_PLASMINOGEN_ACTIVATION,0.1926813250296462,1,15,0.5661059726135833
GO_NEURON_CELL_CELL_ADHESION,0.19292653337554994,1,17,0.5661059726135833
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS,0.1933217807475915,7,342,0.5661059726135833
GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,0.1940391240602568,2,59,0.5661059726135833
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,0.1940598806690346,1,16,0.5661059726135833
GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.19407242075423897,1,15,0.5661059726135833
GO_POSITIVE_REGULATION_OF_TORC1_SIGNALING,0.19417196899057676,1,16,0.5661059726135833
GO_MUSCLE_SYSTEM_PROCESS,0.19440676524376277,7,343,0.5661059726135833
GO_LIPID_STORAGE,0.19445611531655924,2,59,0.5661059726135833
GO_CAMP_RESPONSE_ELEMENT_BINDING,0.19447934804697253,1,15,0.5661059726135833
GO_EPITHELIAL_CELL_MATURATION,0.1949801430087662,1,15,0.5669075834301122
GO_TRANSITION_METAL_ION_HOMEOSTASIS,0.19551329409315144,3,107,0.56727377154097
GO_METAL_ION_HOMEOSTASIS,0.1955572007658135,9,464,0.56727377154097
GO_MITOTIC_SPINDLE_ASSEMBLY,0.1959274427846281,2,60,0.5676929937826494
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS,0.19627484325572614,2,58,0.5680451447504618
GO_SNARE_BINDING,0.19661996382869146,3,109,0.5681216036347897
GO_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.19675893344474418,1,15,0.5681216036347897
GO_NEURAL_NUCLEUS_DEVELOPMENT,0.19697894169762886,2,58,0.5681216036347897
GO_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,0.1974721169421164,1,15,0.5687350464165788
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.19791286304323868,2,60,0.5687350464165788
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT,0.19805253431896674,2,59,0.5687350464165788
GO_VITAMIN_METABOLIC_PROCESS,0.1983273028750523,3,104,0.5687350464165788
GO_TRANSITION_METAL_ION_TRANSPORT,0.1984924193615804,3,108,0.5687350464165788
GO_FIBRINOLYSIS,0.1987219458479543,1,15,0.5687350464165788
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS,0.19956183324408294,2,59,0.5687350464165788
GO_ADAPTIVE_IMMUNE_RESPONSE,0.1998208008401407,5,226,0.5687350464165788
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,0.19993199884849958,1,18,0.5687350464165788
GO_GOLGI_APPARATUS_SUBCOMPARTMENT,0.200100294300316,13,725,0.5687350464165788
GO_ACYLGLYCEROL_HOMEOSTASIS,0.200134914039091,1,16,0.5687350464165788
GO_TRIGLYCERIDE_CATABOLIC_PROCESS,0.20022865009910118,1,16,0.5687350464165788
GO_MYOSIN_FILAMENT,0.20029712426476667,1,19,0.5687350464165788
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.2003575551193196,1,17,0.5687350464165788
GO_PHOSPHOLIPASE_C_ACTIVITY,0.20082840538204316,1,18,0.5690289622144943
GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE,0.20125155914154474,1,16,0.5690289622144943
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,0.20162978884563904,1,16,0.5690289622144943
GO_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS,0.20185277702944243,1,16,0.5690289622144943
GO_ANIMAL_ORGAN_REGENERATION,0.20186744062454617,2,59,0.5690289622144943
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.20204429082658376,4,166,0.5690289622144943
GO_REGULATION_OF_LYSOSOMAL_LUMEN_PH,0.20230255628292723,1,15,0.5690289622144943
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,0.20281173056689644,1,16,0.5690289622144943
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS,0.20292431401337702,1,18,0.5690289622144943
GO_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,0.20333391084375502,1,16,0.5690289622144943
GO_CARBOHYDRATE_CATABOLIC_PROCESS,0.2033519674166252,4,166,0.5690289622144943
GO_RESPONSE_TO_HYDROGEN_PEROXIDE,0.20355125328961726,3,111,0.5690289622144943
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.20366639286483876,16,904,0.5690289622144943
GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT,0.20383624027154204,2,60,0.5690289622144943
GO_EPITHELIAL_CELL_CELL_ADHESION,0.2041998906928475,1,17,0.5690289622144943
GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY,0.20442204156449711,1,17,0.5690289622144943
GO_METALLOCARBOXYPEPTIDASE_ACTIVITY,0.20447221323148607,1,16,0.5690289622144943
GO_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.20495546473154327,3,111,0.5690289622144943
GO_ORGANIC_ACID_METABOLIC_PROCESS,0.20552094965845538,15,827,0.5690289622144943
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.2056460556570836,1,15,0.5690289622144943
GO_REGULATION_OF_EXIT_FROM_MITOSIS,0.20568868996217682,1,16,0.5690289622144943
GO_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,0.20592695485505566,1,16,0.5690289622144943
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,0.2059890779724848,2,58,0.5690289622144943
GO_SPINDLE_MICROTUBULE,0.20624088251948489,2,61,0.5690289622144943
