category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.25305060638682036,1,237,0.4189077454043993
GO_TRANSITION_METAL_ION_BINDING,0.2551512042032637,2,813,0.41959424245851495
GO_SECOND_MESSENGER_MEDIATED_SIGNALING,0.2553639167903632,1,247,0.41959424245851495
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,0.25790839155456424,1,248,0.42146245117935976
GO_MRNA_BINDING,0.2584079734606482,1,238,0.42146245117935976
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.26179933142213097,1,247,0.4254239135609628
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.26412140427908354,1,254,0.4276251307375638
GO_COATED_VESICLE,0.26825981876644306,1,257,0.4326860071252982
GO_NUCLEOLUS,0.2692050949308982,2,829,0.4326860071252982
GO_NEURON_PROJECTION_GUIDANCE,0.2713928239989275,1,275,0.43388980759422063
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.2719173681076903,1,257,0.43388980759422063
GO_STEROID_METABOLIC_PROCESS,0.27436878825626254,1,264,0.4342833261623422
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,0.27650836738022644,1,258,0.4342833261623422
GO_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,0.27712896254093666,1,262,0.4342833261623422
GO_GTPASE_ACTIVITY,0.2774499422926997,1,260,0.4342833261623422
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,0.2775533305752972,1,269,0.4342833261623422
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.2780592337193277,3,1552,0.4342833261623422
GO_ADAPTIVE_IMMUNE_RESPONSE,0.2790658579886789,1,270,0.4343208071513946
GO_ENZYME_INHIBITOR_ACTIVITY,0.28308387369500054,1,268,0.4390283234147026
GO_CELL_MORPHOGENESIS,0.2942149065397453,2,935,0.45469576465233363
GO_VESICLE_LUMEN,0.29759184063420413,1,282,0.45578159955894804
GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,0.29793377500790563,3,1606,0.45578159955894804
GO_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.29801104586546606,1,294,0.45578159955894804
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.29960599679787703,1,285,0.4566408640850401
GO_ENDOPLASMIC_RETICULUM,0.3040103334521562,3,1602,0.46176139995138504
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.31134210322076006,1,309,0.47127811514923273
GO_ALCOHOL_METABOLIC_PROCESS,0.3126413429732492,1,304,0.4716296027104988
GO_SULFUR_COMPOUND_METABOLIC_PROCESS,0.31656413165228287,1,307,0.4759229462255409
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.3199437718102729,2,969,0.47870886619846087
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS,0.3205833131102815,1,316,0.47870886619846087
GO_CILIUM_ORGANIZATION,0.325606397976531,1,326,0.4839685425484356
GO_PEPTIDE_SECRETION,0.32704490402819364,1,325,0.4839685425484356
GO_GUANYL_NUCLEOTIDE_BINDING,0.3273904846651182,1,320,0.4839685425484356
GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY,0.3294381160432037,1,330,0.484524354710407
GO_POSITIVE_REGULATION_OF_CELL_CYCLE,0.3299588931398925,1,329,0.484524354710407
GO_MYELOID_CELL_DIFFERENTIATION,0.3330760785453121,1,335,0.48728845786468256
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.3340461600294091,1,341,0.48728845786468256
GO_SPINDLE,0.3388696345621106,1,343,0.49269861340938453
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.3413210448691347,1,346,0.4946357437119919
GO_CELL_JUNCTION_ASSEMBLY,0.34699345396035897,1,368,0.5012127668316296
GO_TRANSPORT_VESICLE,0.3527514150644666,1,352,0.5078701154999813
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE,0.35905750733270514,1,354,0.5151696955761841
GO_PHOSPHOLIPID_BINDING,0.3608849462863632,1,372,0.5151696955761841
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.3613181122819391,1,383,0.5151696955761841
GO_VACUOLAR_MEMBRANE,0.3644331297161553,1,371,0.517940332265404
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.3665325890683051,1,372,0.519254501180099
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.37041719420451336,1,372,0.5230811496434342
GO_RNA_CATABOLIC_PROCESS,0.3753303004872536,1,367,0.5276724284051929
GO_MICROTUBULE_CYTOSKELETON,0.3760561424154656,2,1089,0.5276724284051929
GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS,0.38415793532424414,1,404,0.5373348335864427
GO_REGULATION_OF_RESPONSE_TO_STRESS,0.38984547495164873,2,1104,0.5422233804288261
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT,0.39209565441337835,1,410,0.5422233804288261
GO_LIPID_LOCALIZATION,0.39251422869121805,1,409,0.5422233804288261
GO_REGULATION_OF_BODY_FLUID_LEVELS,0.3925599134326343,1,413,0.5422233804288261
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.3946403616966284,1,405,0.5433988780994073
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.40129487241389333,1,422,0.5508457565432946
GO_ENDOSOME_MEMBRANE,0.4026939380306513,1,419,0.5510548625682596
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,0.4074524656404513,1,436,0.555845647571233
GO_CELLULAR_RESPONSE_TO_LIPID,0.41393929515561717,1,440,0.5624069268992026
GO_ENZYME_ACTIVATOR_ACTIVITY,0.414806918934706,1,446,0.5624069268992026
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS,0.4270769939633707,1,452,0.5768143975921638
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.4283015207699128,1,461,0.5768143975921638
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,0.429348273320864,1,464,0.5768143975921638
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.431938947748966,1,451,0.5785364088031605
GO_MORPHOGENESIS_OF_AN_EPITHELIUM,0.4370772817010241,1,480,0.582266379783721
GO_SECRETION,0.43896070539376836,2,1215,0.582266379783721
GO_AXON_DEVELOPMENT,0.43973790015199976,1,494,0.582266379783721
GO_CILIUM,0.44118548503047583,1,481,0.582266379783721
GO_REGULATION_OF_DEFENSE_RESPONSE,0.4421946224314427,1,474,0.582266379783721
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.4434660367973357,1,489,0.582266379783721
GO_ENDOCYTOSIS,0.44394518096632124,1,491,0.582266379783721
GO_REGULATION_OF_SYSTEM_PROCESS,0.4464296424426796,1,488,0.5837926093481195
GO_CELL_ADHESION_MOLECULE_BINDING,0.44892485810426264,1,498,0.5853238562893336
GO_EMBRYONIC_MORPHOGENESIS,0.45202320029050075,1,506,0.587630160377651
GO_LYMPHOCYTE_ACTIVATION,0.4550664455914577,1,499,0.5898515218516842
GO_CELL_PROJECTION_ASSEMBLY,0.45653365737971885,1,504,0.5900230308825607
GO_CALCIUM_ION_BINDING,0.46744165141595145,1,532,0.6023592126118091
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.4693537546651432,1,509,0.6030649987267247
GO_REGULATION_OF_SECRETION,0.47215198139405523,1,520,0.6035881688296616
GO_POSITIVE_REGULATION_OF_CELL_DEATH,0.4741039185857568,1,521,0.6035881688296616
GO_MYELOID_LEUKOCYTE_ACTIVATION,0.47499862589124614,1,516,0.6035881688296616
GO_REGULATION_OF_MITOTIC_CELL_CYCLE,0.47522326414643035,1,521,0.6035881688296616
GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,0.4788202908043126,1,520,0.6058824800369179
GO_REGULATION_OF_CELL_DEATH,0.47977119459936934,2,1311,0.6058824800369179
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,0.4834369626774823,1,562,0.6087724715197925
GO_DENDRITIC_TREE,0.4902377852742654,1,562,0.61156418233258
GO_TISSUE_MORPHOGENESIS,0.4904089622541225,1,561,0.61156418233258
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.49063850536164083,1,534,0.61156418233258
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT,0.4911884269865745,1,553,0.61156418233258
GO_CELL_PROJECTION_ORGANIZATION,0.4965967113178853,2,1398,0.6148846801537247
GO_REGULATION_OF_PROTEOLYSIS,0.4981273403969606,1,557,0.6148846801537247
GO_PROTEIN_HOMODIMERIZATION_ACTIVITY,0.4983794003680311,1,557,0.6148846801537247
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.5016713151882194,1,561,0.6148846801537247
GO_CELL_CYCLE_PHASE_TRANSITION,0.501910459025595,1,557,0.6148846801537247
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,0.5055988714647449,1,585,0.6148846801537247
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,0.5061386631895735,1,548,0.6148846801537247
GO_TRANSCRIPTION_FACTOR_BINDING,0.5068737209491093,1,581,0.6148846801537247
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.5076159209184635,1,568,0.6148846801537247
GO_REGULATION_OF_CELL_ADHESION,0.5077667607604288,1,590,0.6148846801537247
GO_CHROMOSOME,0.5122913167680911,2,1402,0.6186687486652904
GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,0.5194663172653919,1,578,0.6256242840090006
GO_CELL_JUNCTION_ORGANIZATION,0.5253726649672473,1,634,0.6276851437827018
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS,0.5260787628860276,1,604,0.6276851437827018
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.5263121553048191,1,594,0.6276851437827018
GO_SYNAPTIC_SIGNALING,0.5276411691467799,1,619,0.6276851437827018
GO_LEUKOCYTE_MEDIATED_IMMUNITY,0.5284652535983463,1,598,0.6276851437827018
GO_LIPID_BIOSYNTHETIC_PROCESS,0.5296980964501081,1,608,0.6276851437827018
GO_PEPTIDE_BIOSYNTHETIC_PROCESS,0.5335257456134499,1,584,0.6305304266340772
GO_CELL_PART_MORPHOGENESIS,0.5388056403704145,1,655,0.6341356458499127
GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.5394457077818262,1,625,0.6341356458499127
GO_RNA_BINDING,0.5420473800551963,2,1430,0.6355038248922991
GO_REGULATION_OF_CELL_CYCLE_PROCESS,0.5580580431311728,1,659,0.6515884315774769
GO_SECRETORY_GRANULE,0.5601136757444918,1,653,0.6515884315774769
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,0.5602868833930007,2,1469,0.6515884315774769
GO_VESICLE_MEMBRANE,0.5616633312918975,1,671,0.6515884315774769
GO_CELL_CELL_ADHESION,0.5657193852352491,1,698,0.6545758331779584
GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.5697076673542456,1,683,0.6574694228996777
GO_RESPONSE_TO_LIPID,0.5713287573927791,1,685,0.6576232051239802
GO_CELLULAR_COMPONENT_MORPHOGENESIS,0.5797447869108283,1,730,0.6655771319859379
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.5818875085816018,1,716,0.6663064217436995
GO_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,0.589381446349001,1,729,0.6731436674063527
GO_REGULATION_OF_ANION_TRANSPORT,0.5918773465680781,1,724,0.6742520288223982
GO_IDENTICAL_PROTEIN_BINDING,0.5946103410572552,2,1598,0.6747387059458753
GO_ORGANELLE_ASSEMBLY,0.5967844735778409,1,737,0.6747387059458753
GO_GOLGI_APPARATUS_SUBCOMPARTMENT,0.5978039285629454,1,742,0.6747387059458753
GO_AMIDE_BIOSYNTHETIC_PROCESS,0.5993338778450271,1,704,0.6747387059458753
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,0.5999373561916945,1,742,0.6747387059458753
GO_PEPTIDE_METABOLIC_PROCESS,0.6046612369647035,1,710,0.6783255500974592
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.6111084816345482,1,757,0.683822655398659
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.6131264078962981,1,770,0.6842470261830639
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.61458386740877,1,766,0.6842470261830639
GO_MRNA_METABOLIC_PROCESS,0.617367167408218,1,745,0.6856188140563627
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,0.6223143042212513,1,778,0.6893807580596318
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.6262068581845326,1,801,0.6919585782939085
GO_PROTEIN_DIMERIZATION_ACTIVITY,0.6357166560565316,1,806,0.7007151171495934
GO_CELLULAR_MACROMOLECULE_LOCALIZATION,0.6395890864287456,2,1733,0.7032297915460337
GO_NEGATIVE_REGULATION_OF_CELL_DEATH,0.6424773595418987,1,821,0.704652587884663
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT,0.6521269069333743,1,865,0.7134655763974046
GO_CYTOSKELETAL_PROTEIN_BINDING,0.6538525174763966,1,868,0.713587191912512
GO_EMBRYO_DEVELOPMENT,0.6555306200448991,1,875,0.7136564878321315
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.6665150747456163,1,905,0.7238320959153868
GO_ORGANIC_ACID_METABOLIC_PROCESS,0.6703403695118407,1,869,0.7262020669711607
GO_MITOTIC_CELL_CYCLE,0.6739550420264248,1,894,0.7283328327033735
GO_REGULATION_OF_CATABOLIC_PROCESS,0.6767809331846109,1,906,0.7296028596770683
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,0.6801328842073711,1,909,0.7314324448166861
GO_EPITHELIUM_DEVELOPMENT,0.6852163872116002,1,941,0.7335271658809476
GO_RESPONSE_TO_NITROGEN_COMPOUND,0.6866319978409807,1,936,0.7335271658809476
GO_CHEMICAL_HOMEOSTASIS,0.6870593816169961,1,932,0.7335271658809476
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.6901561880120664,1,948,0.7350579159068273
GO_CATION_TRANSPORT,0.6928664904042419,1,947,0.7351458498282397
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.6935652022135202,1,942,0.7351458498282397
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,0.6994100762492512,1,946,0.7390635677755728
GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK,0.7006055088189254,1,951,0.7390635677755728
GO_NEURON_DEVELOPMENT,0.705610329446817,1,1015,0.7425708705130789
GO_CELLULAR_AMIDE_METABOLIC_PROCESS,0.7083133553951714,1,942,0.743644900438636
GO_SEQUENCE_SPECIFIC_DNA_BINDING,0.7167546660600217,1,1021,0.7507240815131033
GO_REGULATION_OF_CELL_CYCLE,0.7218892690669036,1,1015,0.7543145553843296
GO_REGULATION_OF_ION_TRANSPORT,0.7452817483648166,1,1092,0.7769210678708702
GO_SIGNALING_RECEPTOR_BINDING,0.756992749148387,1,1126,0.7872724591143225
GO_CYTOSKELETON_ORGANIZATION,0.7594367599827767,1,1159,0.7875370820402302
GO_SYNAPSE,0.7624706611774814,1,1153,0.7875370820402302
GO_LIPID_METABOLIC_PROCESS,0.7625924685819424,1,1134,0.7875370820402302
GO_NEURON_PROJECTION,0.7693466700851674,1,1189,0.7926602055422937
GO_CELL_MIGRATION,0.7765209394222488,1,1216,0.7981912912200789
GO_NEURON_DIFFERENTIATION,0.7800006986913238,1,1240,0.799907909098759
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.7997481217542315,1,1270,0.8182608097578017
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.8147886838104699,1,1330,0.8317242453677314
GO_NEUROGENESIS,0.8330246686739029,1,1449,0.8483799621056799
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.839252954587216,1,1451,0.8527581745460907
GO_REGULATION_OF_TRANSPORT,0.8435925650256908,1,1459,0.8552016370214572
GO_HOMEOSTATIC_PROCESS,0.8614539086893135,1,1549,0.8704293837389657
GO_INTRACELLULAR_TRANSPORT,0.8625521947458528,1,1530,0.8704293837389657
GO_RIBONUCLEOTIDE_BINDING,0.8672915437191171,1,1612,0.8732183652023914
GO_PROTEIN_CONTAINING_COMPLEX_SUBUNIT_ORGANIZATION,0.8847317150459888,1,1647,0.8877304258493446
GO_ENZYME_BINDING,0.8857219859718575,1,1698,0.8877304258493446
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.8950108083592242,1,1725,0.8950108083592242
